source,reference,greedy,beam4,bleu_greedy,bleu_beam4,error_type
jesus said unto him verily i say unto thee that this night before the cock crow thou shalt deny me thrice,یسوع نے اس سے کہا میں تجھ سے سچ کہتا ہوں کہ اسی رات مرغ کے بانگ دینے سے پہلے تو تین بار میرا انکار کرے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.4166637106870033,1.0329990576020365,Severe Under-generation
and he cometh unto the disciples and findeth them asleep and saith unto peter what could ye not watch with me one hour,پھر شاگردوں کے پاس آکر ان کو سوتے پایا اور پطرس سے کہا کیا تم میرے ساتھ ایک گھڑی بھی نہ جاگ سکے,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7602497886937578,0.3290990795466057,Complete Hallucination
watch and pray that ye enter not into temptation the spirit indeed is willing but the flesh is weak,جاگو اور دعا کرو تاکہ آزمایش میں نہ پڑو . روح تو مستعد ہے مگر جسم کمزور ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.5624652896638054,1.4756614907059353,Complete Hallucination
and forthwith he came to jesus and said hail master and kissed him,اور فورا اس نے یسوع کے پاس آکر کہا اے ربّی سلام اور اس کے بوسے لئے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.826547650512597,2.0243533081057214,Partial Match
and behold one of them which were with jesus stretched out his hand and drew his sword and struck a servant of the high priest s and smote off his ear,اور دیکھو یسوع کے ساتھیوں میں سے ایک نے ہاتھ بڑھا کر اپنی تلوار کھینچی اور سردار کاہن کے نوکر پر چلا کر اس کا کان اڑا دیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5246438920492126,0.1975100743094315,Severe Under-generation
and the high priest arose and said unto him answerest thou nothing what is it which these witness against thee,اور سردار کاہن نے کھڑے ہوکر اس سے کہا تو جواب کیوں نہیں دیتا یہ تیرے خلاف کیا گواہی دیتے ہیں,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.254414551807602,1.2272284679549552,Complete Hallucination
and peter remembered the word of jesus which said unto him before the cock crow thou shalt deny me thrice and he went out and wept bitterly,پطرس کو یسوع کی وہ بات یاد آئی جو اس نے کہی تھی کہ مرغ کے بانگ دینے سے پہلے تو تین بار میرا انکار کرے گا اور وہ باہر جاکر زار زار رویا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5878262927730246,0.1784724318621854,Severe Under-generation
and he answered him to never a word insomuch that the governor marvelled greatly,اس نے ایک بات کا بھی اس کو جواب نہ دیا . یہاں تک کہ حاکم نے بہت تعّجب کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.254414551807602,1.318742811142266,Complete Hallucination
when pilate saw that he could prevail nothing but that rather a tumult was made he took water and washed his hands before the multitude saying i am innocent of the blood of this just person see ye to it,جب پیلاطس نے دیکھا کہ کچھ بن نہیں پڑتا بلکہ الٹا بلوا ہوتا جاتا ہے تو پانی لے کر لوگوں کے روبرو اپنے ہاتھ دھوئے اور کہا کہ میں اس راستباز کے خون سے بری ہوں . تم جانو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.1827830847926318,0.043386438208667756,Severe Under-generation
and saying thou that destroyest the temple and buildest it in three days save thyself if thou be the son of god come down from the cross,اے مقدس کو ڈھانے والے اور تین دن میں بنانے والے اپنے تئیں بچا . اگر تو خدا کا بیٹا ہے تو صلیب پر سے اتر آ .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5483610079889423,0.2120296698380968,Severe Under-generation
he saved others himself he cannot save if he be the king of israel let him now come down from the cross and we will believe him,اس نے اوروں کو بچایا . اپنی تئیں نہیں بچا سکتا . یہ تو اسرائیل کا بادشاہ ہے . اب صلیب پر سے اتر آئے تو ہم اس پر ایمان لائیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9876206515904691,0.3605600967379198,Severe Under-generation
jesus when he had cried again with a loud voice yielded up the ghost,یسوع نے پھر بڑی آواز سے چلاّ کر جان دے دی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.5275691906194435,2.084825635462658,Partial Match
when the even was come there came a rich man of arimathaea named joseph who also himself was jesus disciple,جب شام ہوئی تو یوسف نام ارمتیاہ کا ایک دولتمند آدمی آیا جو خود بھی یسوع کا شاگرد تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8629530216220711,0.5051878233919322,Complete Hallucination
and the angel answered and said unto the women fear not ye for i know that ye seek jesus which was crucified,فرشتہ نے عورتوں سے کہا تم نہ ڈرو کیونکہ میں جانتا ہوں کہ تم یسوع کو ڈھونڈتی ہو جو مصلوب ہؤا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8413546956033721,0.4331187462778729,Complete Hallucination
then the eleven disciples went away into galilee into a mountain where jesus had appointed them,اور گیارہ شاگرد گلیل کے اس پہاڑ پر گئے جو یسوع نے ان کے لئے مقرّر کیا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.3487504412867632,0.7669644897138996,Complete Hallucination
go ye therefore and teach all nations baptizing them in the name of the father and of the son and of the holy ghost,پس تم جاکر سب قوموں کو شاگرد بناؤ اور ان کو باپ اور بیٹے اور روح القدس کے نام سے بپتسمہ دو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8413546956033721,0.39136696693767,Complete Hallucination
i indeed have baptized you with water but he shall baptize you with the holy ghost,میں نے تو تمکو پانی سے بپتسمہ دیا مگر وہ تمکو روح القدوس سے بپتسمہ دے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4905997634518269,0.8847433876615435,Partial Match
and saying the time is fulfilled and the kingdom of god is at hand repent ye and believe the gospel,اور کہا کہ وقت پورا ہوگیا ھے اور خدا کی بادشاھی نزدیک آگئی ہے . توبہ کرو اور خوشخبری پر ایمان لاو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.71767185093217,0.8333327857506265,Complete Hallucination
and when he had gone a little further thence he saw james the son of zebedee and john his brother who also were in the ship mending their nets,اور تھوڑی دور بڑھ کر اس نے زبدی کے بیٹے یعقوب اور اس کے بھائی یوحنّا کو کشتی پر جالوں کی مّرمت کرتے دیکھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.9002073275021025,0.7447179637194934,Severe Under-generation
and simon and they that were with him followed after him,اور شمعون اور اس کے ساتھی اس کے پیچھے گئے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,6.128134109992247,2.404981873529671,Partial Match
and as soon as he had spoken immediately the leprosy departed from him and he was cleansed,اور فی الفور اس کا کوڑھ جاتا رہا اور وہ پاک صاف ہوگیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.069398626892562,1.4156724684683453,Complete Hallucination
and the disciples of john and of the pharisees used to fast and they come and say unto him why do the disciples of john and of the pharisees fast but thy disciples fast not,اور یوحنا کے شاگرد اور فریسی روزہ سے تھے . انہوں نے آکر اس سے کہا یوحنا کے شاگرد اور فریسیوں کے شاگرد تو روزہ رکھتے ہیں لیکن تیرے شاگرد کیوں روزہ نہیں رکھتے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6152396538748393,0.1784724318621854,Severe Under-generation
and from jerusalem and from idumaea and from beyond jordan and they about tyre and sidon a great multitude when they had heard what great things he did came unto him,اور یروشیلم اور ادومیہ سے یردن کے پار اور صور اور صیدا کے آس پاس سے ایک بڑی بھیڑ یہ سن کرکہ وہ کیسے بڑے کام کرتا ہے اس کے پاس آئی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.36807993188096805,0.11153751824163516,Severe Under-generation
and he ordained twelve that they should be with him and that he might send them forth to preach,اور اس نے بارہ کو مقرّر کیا تاکہ اس کے ساتھھ رہیں اور وہ ان کو بھیجے کہ منادی کریں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,4.8665630904416,1.318742811142266,Complete Hallucination
and when his friends heard of it they went out to lay hold on him for they said he is beside himself,جب اس کے عزیزوں نے یہ سنا تو اسے پکڑنے کو نکلے کیونکہ کہتے تھے کہ وہ بے خود ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.254414551807602,1.318742811142266,Complete Hallucination
and the scribes which came down from jerusalem said he hath beelzebub and by the prince of the devils casteth he out devils,اور فقیہ جو یروشلیم سے آئے تھے یہ کہتے تھے کہ اس کے ساتھھ بعلزبول ہے اور یہ بھی کہ وہ بدروحوں کے سردار کی مدد سے بدروحوں کو نکالتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8304866655529631,0.2739664283234618,Severe Under-generation
and he called them unto him and said unto them in parables how can satan cast out satan,وہ ان کو پاس بلاکر ان سے تمثیلوں میں کہنے لگا کہ شیطان کوشیطان کس طرح نکال سکتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.3186144765061645,1.4156878013715886,Complete Hallucination
